"","weeks","temperature.avg","temperature.me","max","min","lower.CI","upper.CI"
"1",1,0.996221923828148,0.660008440190677,5.15737304687502,0.100000000000023,0.336213483637471,1.65623036401883
"2",2,0.450804138183616,0.28190072802681,2.09530029296877,0.100000000000023,0.168903410156807,0.732704866210426
"3",3,0.35745544433596,0.174383455629777,1.36614379882815,0.100000000000023,0.183071988706183,0.531838899965738
"4",4,0.497859191894554,0.422138325597162,3.57354125976565,0.100000000000023,0.0757208662973923,0.919997517491716
"5",5,0.40614929199221,0.326935349400969,3.1334167480469,0.100000000000023,0.0792139425912414,0.733084641393179
"6",6,0.48732604980471,0.285581898309444,2.2441345214844,0.100000000000023,0.201744151495267,0.772907948114154
"7",7,0.40306091308596,0.286515701285236,2.2501159667969,0.100000000000023,0.116545211800724,0.689576614371196
"8",8,0.626220703125023,0.438228661041185,3.01702270507815,0.100000000000023,0.187992042083837,1.06444936416621
"9",9,0.911454772949241,0.573504465822477,3.9623962402344,0.100000000000023,0.337950307126765,1.48495923877172
"10",10,1.83291473388674,1.04327153020646,7.88857421875002,0.100000000000023,0.789643203680277,2.87618626409321
"11",11,2.27825164794924,1.46824579239588,13.5262390136719,0.100000000000023,0.810005855553356,3.74649744034513
"12",12,2.67393341064455,0.982774013232142,7.43416748046877,0.100000000000023,1.69115939741241,3.6567074238767
"13",13,6.5439651489258,1.60351784538147,15.7426086425781,0.100000000000023,4.94044730354433,8.14748299430727
"14",14,7.43433837890627,1.56213493126729,12.7741333007813,0.599664306640648,5.87220344763899,8.99647331017356
"15",15,8.63707122802737,1.18381194269724,12.9110961914063,3.67128906250002,7.45325928533012,9.82088317072461
"16",16,11.0355270385742,1.14213266480409,16.9106384277344,7.65249023437502,9.89339437377015,12.1776597033783
"17",17,11.8379638671875,1.23774845200618,19.9831481933594,6.8051696777344,10.6002154151813,13.0757123191937
"18",18,14.3915100097656,1.16007967941928,20.5793090820313,10.3547302246094,13.2314303303464,15.5515896891849
"19",19,16.5212661743164,1.39430207552197,22.4172302246094,9.76638183593752,15.1269640987945,17.9155682498384
"20",20,17.8220367431641,1.30381432614785,24.4668518066406,12.2378479003906,16.5182224170162,19.1258510693119
"21",21,18.5129791259766,1.09619194105761,24.00185546875,14.4458557128906,17.416787184919,19.6091710670342
"22",22,20.4017333984375,1.46480194456911,26.7054992675781,13.9476867675781,18.9369314538684,21.8665353430066
"23",23,22.0558212280274,1.13965371869401,28.243310546875,18.9715515136719,20.9161675093334,23.1954749467214
"24",24,24.3534790039063,0.822178899713777,27.5505310058594,20.9711547851563,23.5313001041925,25.17565790362
"25",25,25.3546478271485,0.967217011769667,28.9902282714844,21.0552612304688,24.3874308153788,26.3218648389181
"26",26,26.0918487548828,1.00514547881881,30.8780456542969,22.9032836914063,25.086703276064,27.0969942337016
"27",27,26.8221618652344,0.943575585760496,32.4568725585938,23.919091796875,25.8785862794739,27.7657374509949
"28",28,27.0391998291016,1.07697572585714,32.8751159667969,22.65908203125,25.9622241032444,28.1161755549587
"29",29,27.3313568115235,1.06416951903789,30.9110961914063,20.53359375,26.2671872924856,28.3955263305613
"30",30,27.175961303711,0.766330834270684,29.8645874023438,23.3010803222656,26.4096304694403,27.9422921379816
"31",31,26.8412551879883,1.38211208576526,33.7349487304688,21.5000854492188,25.459143102223,28.2233672737536
"32",32,25.8141860961914,1.17260230454374,32.6534362792969,20.0415588378906,24.6415837916477,26.9867884007352
"33",33,25.3398452758789,1.12559276944063,30.5232788085938,20.3389526367188,24.2142525064383,26.4654380453196
"34",34,24.1662063598633,1.43834685376974,29.8316589355469,18.4125305175781,22.7278595060936,25.604553213633
"35",35,23.2791931152344,1.38175461136184,27.4152770996094,16.9245544433594,21.8974385038726,24.6609477265962
"36",36,21.4593032836914,1.16103051466046,26.3345275878906,16.8084350585938,20.298272769031,22.6203337983519
"37",37,20.1908905029297,0.993682600275696,25.8582092285156,16.6049133300781,19.197207902654,21.1845731032054
"38",38,18.3854202270508,1.01869034905557,23.666650390625,14.2317443847656,17.3667298779952,19.4041105761064
"39",39,16.4293640136719,1.08175227963059,21.6774230957031,12.01650390625,15.3476117340413,17.5111162933025
"40",40,14.4557678222656,1.21293112377129,18.9759765625,8.29610595703127,13.2428366984944,15.6686989460369
"41",41,12.8379348754883,1.19209734168184,18.5247741699219,7.1542907714844,11.6458375338065,14.0300322171701
"42",42,11.2586898803711,0.833938854669554,15.7985473632813,8.47234497070315,10.4247510257016,12.0926287350407
"43",43,10.1509887695313,1.31295882236781,15.6676879882813,6.08355102539065,8.83802994716346,11.4639475918991
"44",44,8.81575012207034,1.12758235813983,12.8062072753906,3.81142578125002,7.6881677639305,9.94333248021017
"45",45,6.6590759277344,0.98196907389623,10.1760803222656,0.824548339843773,5.67710685383817,7.64104500163063
"46",46,5.12447357177737,1.10585484405709,10.2962280273438,0.500329589843773,4.01861872772027,6.23032841583446
"47",47,4.84309082031252,1.17783463157854,9.94790039062502,0.430291748046898,3.66525618873398,6.02092545189106
"48",48,4.00739440917971,0.892292700915602,8.80849609375002,0.896264648437523,3.11510170826411,4.89968711009531
"49",49,2.59677581787112,1.17012190962473,9.0097595214844,0.100000000000023,1.42665390824639,3.76689772749584
"50",50,1.71004333496096,0.623295726994075,4.0372253417969,0.100000000000023,1.08674760796688,2.33333906195504
"51",51,1.45588989257815,0.516264257273385,4.27251586914065,0.100000000000023,0.939625635304763,1.97215414985153
"52",52,0.654971313476585,0.310476180518379,2.1967712402344,0.100000000000023,0.344495132958207,0.965447493994964
