"","weeks","temperature.avg","temperature.me","max","min","lower.CI","upper.CI"
"1",1,1.3087585449219,0.691739617409762,6.3570495605469,0.100000000000023,0.617018927512135,2.00049816233166
"2",2,1.01844482421877,0.368152144384441,2.68685302734377,0.100000000000023,0.650292679834331,1.38659696860321
"3",3,0.958352661132835,0.465880385959704,3.4874206542969,0.100000000000023,0.492472275173131,1.42423304709254
"4",4,1.00619049072268,0.57897533060879,4.7337585449219,0.100000000000023,0.427215160113889,1.58516582133147
"5",5,1.1954544067383,0.444233473455547,3.40581665039065,0.100000000000023,0.751220933282757,1.63968788019385
"6",6,1.28285980224612,0.58823520910377,4.53536376953127,0.100000000000023,0.694624593142346,1.87109501134989
"7",7,1.04745788574221,0.419397205132429,3.45870361328127,0.100000000000023,0.628060680609782,1.46685509087464
"8",8,2.05097656250002,0.739910588138679,6.06350097656252,0.100000000000023,1.31106597436134,2.7908871506387
"9",9,2.10404510498049,0.832074795239695,6.88994750976565,0.100000000000023,1.2719703097408,2.93611990022019
"10",10,3.03408050537112,1.15152255026929,9.4841247558594,0.249444580078148,1.88255795510183,4.1856030556404
"11",11,3.53374938964846,1.32741677377551,12.3691955566406,0.772088623046898,2.20633261587296,4.86116616342397
"12",12,4.24888153076174,1.05627255349231,9.01461181640627,0.838830566406273,3.19260897726943,5.30515408425405
"13",13,6.63367156982424,1.39460340153013,15.0266052246094,3.00982055664065,5.23906816829411,8.02827497135437
"14",14,7.13094787597659,1.47008320618155,13.4211364746094,3.02971801757815,5.66086466979503,8.60103108215814
"15",15,7.83625946044924,1.16177549401979,11.8880249023438,2.60103759765627,6.67448396642945,8.99803495446904
"16",16,10.1255676269531,1.20048191324352,15.8333374023438,6.10036621093752,8.92508571370963,11.3260495401967
"17",17,10.6532928466797,1.17265407843343,17.5060363769531,6.52840576171877,9.48063876824628,11.8259469251131
"18",18,11.5302520751953,1.06849280633717,17.7990661621094,8.66594848632815,10.4617592688582,12.5987448815325
"19",19,14.2547561645508,1.13498236140367,18.6448303222656,8.1428161621094,13.1197738031471,15.3897385259545
"20",20,14.7416580200196,1.24894103987966,21.521630859375,8.80681762695315,13.4927169801399,15.9905990598992
"21",21,14.9424209594727,1.07326048423825,20.5843139648438,11.2659240722656,13.8691604752344,16.0156814437109
"22",22,17.0858581542969,1.39122928224995,22.6194702148438,12.7021423339844,15.6946288720469,18.4770874365468
"23",23,18.0180007934571,1.12085845727604,24.8779846191406,14.2083679199219,16.897142336181,19.1388592507331
"24",24,20.1572784423828,0.962344830762348,23.609033203125,15.8041625976563,19.1949336116205,21.1196232731452
"25",25,21.3315261840821,0.954424104591463,24.6610656738281,16.2055908203125,20.3771020794906,22.2859502886735
"26",26,21.7202072143555,1.0556637357932,26.4178405761719,17.560693359375,20.6645434785623,22.7758709501487
"27",27,22.7328231811524,0.756235616937977,25.8352905273438,20.1215454101563,21.9765875642144,23.4890587980903
"28",28,22.5768920898438,0.696479123314532,26.3818298339844,19.8920532226563,21.8804129665292,23.2733712131583
"29",29,23.6471542358399,0.939333578730874,26.9202514648438,19.4775024414063,22.707820657109,24.5864878145707
"30",30,22.9001556396485,0.832108915712347,26.6736999511719,19.7863708496094,22.0680467239361,23.7322645553608
"31",31,22.9726165771485,1.02716986369777,27.3364807128906,18.6990905761719,21.9454467134507,23.9997864408462
"32",32,22.2319473266602,0.95478515287877,25.74892578125,18.6709533691406,21.2771621737814,23.186732479539
"33",33,22.3388900756836,1.03184490169501,27.7723327636719,17.6411071777344,21.3070451739886,23.3707349773786
"34",34,22.0790084838867,0.725587842064458,25.4030700683594,18.6184936523438,21.3534206418223,22.8045963259512
"35",35,21.452165222168,0.854006133164022,24.2786193847656,17.3402648925781,20.598159089004,22.306171355332
"36",36,20.8208541870117,0.811649539351875,23.146142578125,17.8830200195313,20.0092046476599,21.6325037263636
"37",37,19.7800048828125,0.927795209678189,23.6361022949219,16.0823303222656,18.8522096731343,20.7078000924907
"38",38,17.6572692871094,0.93907659428199,21.0664611816406,13.5120788574219,16.7181926928274,18.5963458813914
"39",39,15.9850509643555,1.20369479887297,21.9416137695313,11.5168090820313,14.7813561654825,17.1887457632285
"40",40,14.5145202636719,1.08791983075148,19.5466247558594,10.2166076660156,13.4266004329204,15.6024400944234
"41",41,12.699072265625,1.07230660764795,17.1497436523438,8.3106628417969,11.6267656579771,13.771378873273
"42",42,11.4213836669922,1.01923570108812,16.031884765625,7.98076782226565,10.4021479659041,12.4406193680803
"43",43,10.5362884521485,1.39954409558732,16.8368774414063,5.80608520507815,9.13674435656114,11.9358325477358
"44",44,9.31616058349612,1.32571233078809,12.7502380371094,4.56362304687502,7.99044825270803,10.6418729142842
"45",45,6.5618347167969,1.2326576809507,11.8333068847656,0.640985107421898,5.3291770358462,7.7944923977476
"46",46,5.76432342529299,1.26559794078264,11.1260620117188,0.710137939453148,4.49872548451035,7.02992136607563
"47",47,4.82349395751955,1.21467879591102,9.0436950683594,0.176141357421898,3.60881516160853,6.03817275343058
"48",48,3.9039489746094,0.9548675766586,10.7714172363281,1.09356079101565,2.9490813979508,4.858816551268
"49",49,2.85070495605471,1.1964298030677,9.5970397949219,0.100000000000023,1.65427515298701,4.04713475912241
"50",50,1.9033142089844,0.576632952920858,4.42318115234377,0.100000000000023,1.32668125606354,2.47994716190526
"51",51,1.26045532226565,0.412909013952503,3.23165283203127,0.100000000000023,0.847546308313145,1.67336433621815
"52",52,0.953335571289085,0.338275388076774,2.45150146484377,0.100000000000023,0.615060183212311,1.29161095936586
