"","weeks","temperature.avg","temperature.me","max","min","lower.CI","upper.CI"
"1",1,7.9307083129883,0.361203134525476,9.8499694824219,6.4467712402344,7.56950517846283,8.29191144751378
"2",2,7.74089813232424,0.354618578906302,9.59075317382815,6.34063110351565,7.38627955341794,8.09551671123054
"3",3,7.57924957275393,0.341327369377513,9.3748718261719,6.2453552246094,7.23792220337642,7.92057694213144
"4",4,7.44109039306643,0.334658832918629,9.17897949218752,6.15267333984377,7.1064315601478,7.77574922598506
"5",5,7.2641555786133,0.327493083435069,8.9245544433594,6.06206665039065,6.93666249517823,7.59164866204837
"6",6,7.02586517333987,0.323643832882256,8.7369323730469,5.96077880859377,6.70222134045761,7.34950900622212
"7",7,6.84868927001955,0.325497201069686,8.5892272949219,5.70260009765627,6.52319206894987,7.17418647108924
"8",8,6.62513885498049,0.335348486463109,8.4534851074219,5.1623474121094,6.28979036851738,6.9604873414436
"9",9,6.32601013183596,0.359063164832493,8.25582275390627,4.52749023437502,5.96694696700347,6.68507329666845
"10",10,5.97440490722659,0.405124405244077,7.92757568359377,4.20342407226565,5.56928050198251,6.37952931247066
"11",11,5.56512145996096,0.374556956220127,7.42836914062502,4.04659423828127,5.19056450374083,5.93967841618109
"12",12,5.0684020996094,0.373367818395176,6.6474548339844,3.7257019042969,4.69503428121422,5.44176991800457
"13",13,4.41188659667971,0.42250255733204,6.14412841796877,2.76467285156252,3.98938403934767,4.83438915401175
"14",14,3.55685729980471,0.421944037769541,5.36385498046877,2.06011352539065,3.13491326203517,3.97880133757425
"15",15,2.61940002441409,0.42882445639788,4.59664306640627,0.737054443359398,2.19057556801621,3.04822448081197
"16",16,1.88928375244143,0.428854296154927,3.63225708007815,0.100000000000023,1.4604294562865,2.31813804859636
"17",17,1.47430877685549,0.48307911688807,3.92775878906252,0.100000000000023,0.991229659967422,1.95738789374356
"18",18,1.41036682128909,0.574674673167457,4.19619140625002,0.100000000000023,0.835692148121628,1.98504149445654
"19",19,1.74734802246096,0.645859973641576,4.68255004882815,0.100000000000023,1.10148804881938,2.39320799610254
"20",20,2.25809326171877,0.673900555046459,5.2361999511719,0.120935058593773,1.58419270667231,2.93199381676523
"21",21,2.90276947021487,0.634228313094761,5.5947204589844,0.787408447265648,2.2685411571201,3.53699778330963
"22",22,3.59158020019534,0.603996193270191,6.23702392578127,1.56426391601565,2.98758400692514,4.19557639346553
"23",23,4.27911834716799,0.571244029100317,6.85418090820315,2.3881774902344,3.70787431806767,4.85036237626831
"24",24,4.98824157714846,0.544267821077618,7.50911865234377,3.24300537109377,4.44397375607084,5.53250939822608
"25",25,5.71956787109377,0.536021047001102,8.25026855468752,4.0336853027344,5.18354682409267,6.25558891809487
"26",26,6.44707183837893,0.541525140271624,8.87929687500002,4.77474365234377,5.90554669810731,6.98859697865055
"27",27,7.13201293945315,0.53345307602851,9.4193054199219,5.5485778808594,6.59855986342464,7.66546601548166
"28",28,7.80781860351565,0.53150351696876,9.99190673828127,6.2310729980469,7.27631508654689,8.33932212048441
"29",29,8.49261932373049,0.535567344616457,10.5089965820313,6.9068542480469,7.95705197911403,9.02818666834695
"30",30,9.14358978271487,0.539971451223985,11.2394653320313,7.47954711914065,8.60361833149088,9.68356123393885
"31",31,9.76521301269534,0.545947425253801,11.9031921386719,8.0504089355469,9.21926558744153,10.3111604379491
"32",32,10.3251953125,0.547272359684004,12.4394775390625,8.64861450195315,9.77792295281602,10.872467672184
"33",33,10.8539077758789,0.556580425195215,12.9657836914063,9.15813598632815,10.2973273506837,11.4104882010741
"34",34,11.3374816894531,0.559786490973907,13.3096862792969,9.54607543945315,10.7776951984792,11.8972681804271
"35",35,11.7734069824219,0.556143082696954,13.7157531738281,9.94866333007815,11.2172638997249,12.3295500651189
"36",36,12.0868667602539,0.549788760547718,13.9895568847656,10.2706848144531,11.5370779997062,12.6366555208016
"37",37,12.3140228271485,0.551828539780672,14.2050415039063,10.3736206054688,11.7621942873678,12.8658513669291
"38",38,12.4511291503906,0.54457706255123,14.35390625,10.3845458984375,11.9065520878394,12.9957062129419
"39",39,12.4976593017578,0.515274802055397,14.3513732910156,10.5425354003906,11.9823844997024,13.0129341038132
"40",40,12.4090072631836,0.489396444705025,14.2075744628906,10.5679870605469,11.9196108184786,12.8984037078886
"41",41,12.2292358398438,0.464040734126675,14.0433288574219,10.4000793457031,11.7651951057171,12.6932765739704
"42",42,11.9974380493164,0.439175600149791,13.4474731445313,10.1918884277344,11.5582624491666,12.4366136494662
"43",43,11.6674041748047,0.399099021868397,12.9522033691406,10.0933471679688,11.2683051529363,12.0665031966731
"44",44,11.2923110961914,0.40751447715344,12.672998046875,9.8441101074219,10.884796619038,11.6998255733449
"45",45,10.7994049072266,0.431396104990487,12.4558654785156,9.4335876464844,10.3680088022361,11.2308010122171
"46",46,10.3285964965821,0.421330152626666,11.9752136230469,8.88530883789065,9.90726634395539,10.7499266492087
"47",47,9.84727478027346,0.423693981525495,11.5785766601563,8.02510986328127,9.42358079874796,10.270968761799
"48",48,9.40350036621096,0.376480989053742,10.9001098632813,7.75359497070315,9.02701937715722,9.7799813552647
"49",49,9.04422149658205,0.359913935384218,10.5397277832031,7.38668212890627,8.68430756119784,9.40413543196627
"50",50,8.73149719238284,0.354655409196903,10.367333984375,7.03682861328127,8.37684178318593,9.08615260157974
"51",51,8.43595886230471,0.354377770928113,10.2134948730469,6.73674926757815,8.0815810913766,8.79033663323282
"52",52,8.20061035156252,0.352736468972515,10.0622497558594,6.61885986328127,7.84787388259001,8.55334682053504
