"","weeks","temperature.avg","temperature.me","max","min","lower.CI","upper.CI"
"1",1,1.72684478759768,0.979696362481428,8.26482543945315,0.100000000000023,0.747148425116251,2.70654115007911
"2",2,1.17851715087893,0.527768409426055,4.8630310058594,0.100000000000023,0.650748741452874,1.70628556030498
"3",3,1.22992858886721,0.575500943542396,4.3294616699219,0.100000000000023,0.654427645324815,1.80542953240961
"4",4,1.08731384277346,0.554316395619951,4.77483520507815,0.100000000000023,0.532997447153509,1.64163023839341
"5",5,1.21182250976565,0.498393876597148,3.7298522949219,0.100000000000023,0.7134286331685,1.7102163863628
"6",6,1.21223297119143,0.508075508150454,3.71260986328127,0.100000000000023,0.704157463040975,1.72030847934188
"7",7,1.1185256958008,0.396467194177684,2.91671142578127,0.100000000000023,0.72205850162312,1.51499288997849
"8",8,2.11587371826174,0.739605780016896,5.66326293945315,0.105462646484398,1.37626793824485,2.85547949827864
"9",9,2.08736114501955,0.817289637509136,6.92537841796877,0.189721679687523,1.27007150751042,2.90465078252869
"10",10,3.07928314208987,1.15315091276709,10.0192810058594,0.173669433593773,1.92613222932278,4.23243405485695
"11",11,3.43624114990237,1.48636421795608,14.0963073730469,0.360070800781273,1.94987693194629,4.92260536785845
"12",12,3.94891815185549,1.0685242061946,9.6556335449219,0.157403564453148,2.88039394566089,5.01744235805009
"13",13,6.95303344726565,1.48338492821226,16.4897399902344,2.2480407714844,5.46964851905339,8.4364183754779
"14",14,7.25752258300784,1.48955661977518,13.7593017578125,2.9527526855469,5.76796596323265,8.74707920278302
"15",15,8.03738403320315,1.21338249769498,13.0991149902344,3.33089599609377,6.82400153550817,9.25076653089812
"16",16,10.519010925293,1.25698968429814,15.1443420410156,5.57125244140627,9.26202124099485,11.7760006095911
"17",17,10.6384887695313,1.18876948335035,18.5943237304688,7.28838500976565,9.44971928618093,11.8272582528816
"18",18,12.3328033447266,1.06863378992908,17.5528503417969,8.2490173339844,11.2641695547975,13.4014371346557
"19",19,14.6464447021485,1.27384407275704,20.4959045410156,8.20662841796877,13.3726006293914,15.9202887749055
"20",20,15.8180053710938,1.18621354545412,22.1239868164063,10.6361938476563,14.6317918256396,17.0042189165479
"21",21,16.0089431762696,1.12822009018353,22.390771484375,12.7473083496094,14.880723086086,17.1371632664531
"22",22,17.8120010375977,1.30385423853392,23.04189453125,13.3075500488281,16.5081467990638,19.1158552761316
"23",23,18.8833129882813,0.961328540123462,24.0775695800781,14.2432495117188,17.9219844481578,19.8446415284047
"24",24,20.8728103637696,0.740887570310108,24.0828186035156,17.4954467773438,20.1319227934594,21.6136979340797
"25",25,21.810563659668,0.841283224366228,24.5825744628906,17.0706420898438,20.9692804353018,22.6518468840342
"26",26,22.1361190795899,0.87972988399256,25.95986328125,19.0127807617188,21.2563891955973,23.0158489635824
"27",27,23.0684875488281,0.715978170065682,26.1025024414063,20.3513732910156,22.3525093787625,23.7844657188938
"28",28,22.9731857299805,0.642282938654605,27.3010803222656,21.0776306152344,22.3309027913259,23.6154686686351
"29",29,23.7530288696289,0.805589454712373,26.7730346679688,20.4194274902344,22.9474394149166,24.5586183243413
"30",30,23.063510131836,0.726879780657855,26.3818298339844,20.1442810058594,22.3366303511781,23.7903899124938
"31",31,23.1830520629883,0.853160004378521,26.3204895019531,19.6786437988281,22.3298920586098,24.0362120673668
"32",32,22.3155944824219,0.855863771119594,26.1848999023438,19.4683776855469,21.4597307113023,23.1714582535415
"33",33,22.5419784545899,1.00935886532193,26.8447814941406,18.0086303710938,21.5326195892679,23.5513373199118
"34",34,21.6574356079102,0.715775542023143,24.2053771972656,17.4559265136719,20.941660065887,22.3732111499333
"35",35,21.3689804077149,0.781742867393269,23.8225646972656,16.9822326660156,20.5872375403216,22.1507232751081
"36",36,20.4075622558594,0.812537284765154,23.3188110351563,17.0797973632813,19.5950249710942,21.2200995406245
"37",37,19.6206268310547,0.701844335778366,23.0760131835938,17.3772827148438,18.9187824952763,20.3224711668331
"38",38,17.6576416015625,0.850667698190774,21.114404296875,13.7410217285156,16.8069739033717,18.5083092997533
"39",39,15.9079666137696,1.18367885095051,21.943017578125,12.1615539550781,14.724287762819,17.0916454647201
"40",40,14.6107070922852,1.20287852861132,19.8933959960938,8.91875610351565,13.4078285636739,15.8135856208965
"41",41,12.8341415405274,1.11211789108196,17.5441833496094,8.05391845703127,11.7220236494454,13.9462594316093
"42",42,11.3504119873047,0.822115923853924,14.845361328125,8.86531982421877,10.5282960634508,12.1725279111586
"43",43,10.2938247680664,1.34669867967322,16.9832397460938,5.77706298828127,8.9471260883932,11.6405234477397
"44",44,9.47896118164065,1.27974792925618,14.1276489257813,4.33016357421877,8.19921325238447,10.7587091108968
"45",45,7.23794555664065,1.15537343985441,11.5933166503906,0.976892089843773,6.08257211678624,8.39331899649505
"46",46,5.8491165161133,1.24232565616341,10.4199462890625,0.400781250000023,4.6067908599499,7.09144217227671
"47",47,5.29581604003909,1.34322850878314,10.7377563476563,0.202478027343773,3.95258753125594,6.63904454882223
"48",48,4.51606597900393,0.925015562141649,9.92122802734377,0.816369628906273,3.59105041686228,5.44108154114558
"49",49,3.13779754638674,1.33355776311314,10.6946655273438,0.100000000000023,1.8042397832736,4.47135530949989
"50",50,2.02474060058596,0.699235000132411,5.52132568359377,0.100000000000023,1.32550560045355,2.72397560071837
"51",51,1.76913909912112,0.584067315912302,5.03743896484377,0.100000000000023,1.18507178320881,2.35320641503342
"52",52,1.13410797119143,0.48019987086042,4.03133544921877,0.100000000000023,0.653908100331009,1.61430784205185
